TICKER	DATE	OPEN	HIGH	LOW	CLOSE	VOL	WAPRICE
USD	1992-07-01	0	0	0	0.12526	0	0
USD	1992-07-03	0	0	0	0.1348	0	0
USD	1992-07-08	0	0	0	0.1305	0	0
USD	1992-07-10	0	0	0	0.1303	0	0
USD	1992-07-15	0	0	0	0.1302	0	0
USD	1992-07-17	0	0	0	0.1354	0	0
USD	1992-07-22	0	0	0	0.1511	0	0
USD	1992-07-24	0	0	0	0.1557	0	0
USD	1992-07-29	0	0	0	0.1611	0	0
USD	1992-07-31	0	0	0	0.1612	0	0
USD	1992-08-05	0	0	0	0.1614	0	0
USD	1992-08-07	0	0	0	0.1615	0	0
USD	1992-08-12	0	0	0	0.1617	0	0
USD	1992-08-14	0	0	0	0.1625	0	0
USD	1992-08-19	0	0	0	0.1625	0	0
USD	1992-08-21	0	0	0	0.1626	0	0
USD	1992-08-26	0	0	0	0.1681	0	0
USD	1992-08-28	0	0	0	0.205	0	0
USD	1992-09-02	0	0	0	0.2105	0	0
USD	1992-09-04	0	0	0	0.2105	0	0
USD	1992-09-09	0	0	0	0.2079	0	0
USD	1992-09-11	0	0	0	0.203	0	0
USD	1992-09-16	0	0	0	0.204	0	0
USD	1992-09-18	0	0	0	0.2055	0	0
USD	1992-09-23	0	0	0	0.241	0	0
USD	1992-09-25	0	0	0	0.248	0	0
USD	1992-09-30	0	0	0	0.254	0	0
USD	1992-10-02	0	0	0	0.309	0	0
USD	1992-10-07	0	0	0	0.342	0	0
USD	1992-10-09	0	0	0	0.334	0	0
USD	1992-10-14	0	0	0	0.334	0	0
USD	1992-10-16	0	0	0	0.338	0	0
USD	1992-10-21	0	0	0	0.368	0	0
USD	1992-10-23	0	0	0	0.368	0	0
USD	1992-10-28	0	0	0	0.393	0	0
USD	1992-10-30	0	0	0	0.398	0	0
USD	1992-11-04	0	0	0	0.396	0	0
USD	1992-11-06	0	0	0	0.399	0	0
USD	1992-11-11	0	0	0	0.403	0	0
USD	1992-11-13	0	0	0	0.419	0	0
USD	1992-11-18	0	0	0	0.448	0	0
USD	1992-11-20	0	0	0	0.448	0	0
USD	1992-11-25	0	0	0	0.45	0	0
USD	1992-11-27	0	0	0	0.447	0	0
USD	1992-12-02	0	0	0	0.417	0	0
USD	1992-12-04	0	0	0	0.398	0	0
USD	1992-12-09	0	0	0	0.419	0	0
USD	1992-12-11	0	0	0	0.419	0	0
USD	1992-12-16	0	0	0	0.418	0	0
USD	1992-12-18	0	0	0	0.416	0	0
USD	1992-12-23	0	0	0	0.415	0	0
USD	1992-12-25	0	0	0	0.4145	0	0
USD	1992-12-30	0	0	0	0.4145	0	0
USD	1993-01-06	0	0	0	0.417	0	0
USD	1993-01-13	0	0	0	0.423	0	0
USD	1993-01-15	0	0	0	0.442	0	0
USD	1993-01-20	0	0	0	0.4745	0	0
USD	1993-01-22	0	0	0	0.493	0	0
USD	1993-01-27	0	0	0	0.568	0	0
USD	1993-01-29	0	0	0	0.572	0	0
USD	1993-02-03	0	0	0	0.572	0	0
USD	1993-02-05	0	0	0	0.572	0	0
USD	1993-02-10	0	0	0	0.561	0	0
USD	1993-02-12	0	0	0	0.56	0	0
USD	1993-02-17	0	0	0	0.559	0	0
USD	1993-02-19	0	0	0	0.559	0	0
USD	1993-02-24	0	0	0	0.576	0	0
USD	1993-02-26	0	0	0	0.593	0	0
USD	1993-03-03	0	0	0	0.649	0	0
USD	1993-03-05	0	0	0	0.648	0	0
USD	1993-03-10	0	0	0	0.65	0	0
USD	1993-03-12	0	0	0	0.653	0	0
USD	1993-03-17	0	0	0	0.662	0	0
USD	1993-03-19	0	0	0	0.667	0	0
USD	1993-03-24	0	0	0	0.684	0	0
USD	1993-03-26	0	0	0	0.684	0	0
USD	1993-03-31	0	0	0	0.684	0	0
USD	1993-04-02	0	0	0	0.692	0	0
USD	1993-04-07	0	0	0	0.712	0	0
USD	1993-04-09	0	0	0	0.74	0	0
USD	1993-04-14	0	0	0	0.766	0	0
USD	1993-04-16	0	0	0	0.779	0	0
USD	1993-04-21	0	0	0	0.786	0	0
USD	1993-04-23	0	0	0	0.795	0	0
USD	1993-04-28	0	0	0	0.812	0	0
USD	1993-04-30	0	0	0	0.823	0	0
USD	1993-05-07	0	0	0	0.829	0	0
USD	1993-05-12	0	0	0	0.859	0	0
USD	1993-05-14	0	0	0	0.886	0	0
USD	1993-05-19	0	0	0	0.934	0	0
USD	1993-05-21	0	0	0	0.94	0	0
USD	1993-05-26	0	0	0	0.96	0	0
USD	1993-05-28	0	0	0	0.994	0	0
USD	1993-06-02	0	0	0	1.05	0	0
USD	1993-06-04	0	0	0	1.072	0	0
USD	1993-06-09	0	0	0	1.104	0	0
USD	1993-06-16	0	0	0	1.116	0	0
USD	1993-06-18	0	0	0	1.09	0	0
USD	1993-06-23	0	0	0	1.079	0	0
USD	1993-06-25	0	0	0	1.066	0	0
USD	1993-06-30	0	0	0	1.06	0	0
USD	1993-07-02	0	0	0	1.059	0	0
USD	1993-07-07	0	0	0	1.058	0	0
USD	1993-07-09	0	0	0	1.05	0	0
USD	1993-07-14	0	0	0	1.036	0	0
USD	1993-07-16	0	0	0	1.025	0	0
USD	1993-07-21	0	0	0	1.01	0	0
USD	1993-07-23	0	0	0	1.008	0	0
USD	1993-07-28	0	0	0	0.994	0	0
USD	1993-07-30	0	0	0	0.9895	0	0
USD	1993-08-04	0	0	0	0.987	0	0
USD	1993-08-06	0	0	0	0.986	0	0
USD	1993-08-11	0	0	0	0.9845	0	0
USD	1993-08-13	0	0	0	0.9845	0	0
USD	1993-08-18	0	0	0	0.9845	0	0
USD	1993-08-20	0	0	0	0.987	0	0
USD	1993-08-25	0	0	0	0.986	0	0
USD	1993-08-27	0	0	0	0.985	0	0
USD	1993-09-01	0	0	0	0.9925	0	0
USD	1993-09-03	0	0	0	0.99	0	0
USD	1993-09-08	0	0	0	0.995	0	0
USD	1993-09-10	0	0	0	0.998	0	0
USD	1993-09-15	0	0	0	1.006	0	0
USD	1993-09-17	0	0	0	1.01	0	0
USD	1993-09-22	0	0	0	1.036	0	0
USD	1993-09-24	0	0	0	1.299	0	0
USD	1993-09-29	0	0	0	1.201	0	0
USD	1993-10-01	0	0	0	1.169	0	0
USD	1993-10-06	0	0	0	1.173	0	0
USD	1993-10-08	0	0	0	1.189	0	0
USD	1993-10-13	0	0	0	1.194	0	0
USD	1993-10-20	0	0	0	1.193	0	0
USD	1993-10-22	0	0	0	1.193	0	0
USD	1993-10-27	0	0	0	1.189	0	0
USD	1993-10-29	0	0	0	1.186	0	0
USD	1993-11-03	0	0	0	1.179	0	0
USD	1993-11-05	0	0	0	1.177	0	0
USD	1993-11-10	0	0	0	1.175	0	0
