TICKER	DATE	OPEN	HIGH	LOW	CLOSE	VOL	WAPRICE
GBP	1992-07-01	0	0	0	0.23856	0	0
GBP	1992-07-03	0	0	0	0.25754	0	0
GBP	1992-07-08	0	0	0	0.24983	0	0
GBP	1992-07-10	0	0	0	0.25109	0	0
GBP	1992-07-15	0	0	0	0.25018	0	0
GBP	1992-07-17	0	0	0	0.26008	0	0
GBP	1992-07-22	0	0	0	0.28921	0	0
GBP	1992-07-24	0	0	0	0.29676	0	0
GBP	1992-07-29	0	0	0	0.31038	0	0
GBP	1992-07-31	0	0	0	0.30859	0	0
GBP	1992-08-05	0	0	0	0.30981	0	0
GBP	1992-08-07	0	0	0	0.30763	0	0
GBP	1992-08-12	0	0	0	0.31184	0	0
GBP	1992-08-14	0	0	0	0.31298	0	0
GBP	1992-08-19	0	0	0	0.31311	0	0
GBP	1992-08-21	0	0	0	0.31442	0	0
GBP	1992-08-26	0	0	0	0.33418	0	0
GBP	1992-08-28	0	0	0	0.40584	0	0
GBP	1992-09-02	0	0	0	0.41826	0	0
GBP	1992-09-04	0	0	0	0.42014	0	0
GBP	1992-09-09	0	0	0	0.41451	0	0
GBP	1992-09-11	0	0	0	0.3994	0	0
GBP	1992-09-16	0	0	0	0.38913	0	0
GBP	1992-09-18	0	0	0	0.35993	0	0
GBP	1992-09-23	0	0	0	0.41259	0	0
GBP	1992-09-25	0	0	0	0.42234	0	0
GBP	1992-09-30	0	0	0	0.44196	0	0
GBP	1992-10-02	0	0	0	0.53859	0	0
GBP	1992-10-07	0	0	0	0.59022	0	0
GBP	1992-10-09	0	0	0	0.56546	0	0
GBP	1992-10-14	0	0	0	0.57014	0	0
GBP	1992-10-16	0	0	0	0.57686	0	0
GBP	1992-10-21	0	0	0	0.59984	0	0
GBP	1992-10-23	0	0	0	0.59561	0	0
GBP	1992-10-28	0	0	0	0.61839	0	0
GBP	1992-10-30	0	0	0	0.62705	0	0
GBP	1992-11-04	0	0	0	0.60457	0	0
GBP	1992-11-06	0	0	0	0.61885	0	0
GBP	1992-11-11	0	0	0	0.60825	0	0
GBP	1992-11-13	0	0	0	0.6396	0	0
GBP	1992-11-18	0	0	0	0.67984	0	0
GBP	1992-11-20	0	0	0	0.68365	0	0
GBP	1992-11-25	0	0	0	0.68445	0	0
GBP	1992-11-27	0	0	0	0.68248	0	0
GBP	1992-12-02	0	0	0	0.63092	0	0
GBP	1992-12-04	0	0	0	0.61551	0	0
GBP	1992-12-09	0	0	0	0.66948	0	0
GBP	1992-12-11	0	0	0	0.65636	0	0
GBP	1992-12-16	0	0	0	0.65271	0	0
GBP	1992-12-18	0	0	0	0.65582	0	0
GBP	1992-12-23	0	0	0	0.6469	0	0
GBP	1992-12-25	0	0	0	0.63356	0	0
GBP	1992-12-30	0	0	0	0.62403	0	0
GBP	1993-01-06	0	0	0	0.62779	0	0
GBP	1993-01-13	0	0	0	0.66001	0	0
GBP	1993-01-15	0	0	0	0.6851	0	0
GBP	1993-01-20	0	0	0	0.73595	0	0
GBP	1993-01-22	0	0	0	0.76045	0	0
GBP	1993-01-27	0	0	0	0.88665	0	0
GBP	1993-01-29	0	0	0	0.86973	0	0
GBP	1993-02-03	0	0	0	0.83626	0	0
GBP	1993-02-05	0	0	0	0.82139	0	0
GBP	1993-02-10	0	0	0	0.80195	0	0
GBP	1993-02-12	0	0	0	0.79828	0	0
GBP	1993-02-17	0	0	0	0.79685	0	0
GBP	1993-02-19	0	0	0	0.80189	0	0
GBP	1993-02-24	0	0	0	0.83981	0	0
