TICKER	DATE	OPEN	HIGH	LOW	CLOSE	VOL	WAPRICE
EUR	1999-01-01	0	0	0	24.09	0	0
EUR	1999-01-06	0	0	0	24.4	0	0
EUR	1999-01-07	0	0	0	25.73	0	0
EUR	1999-01-11	0	0	0	25.89	0	0
EUR	1999-01-12	0	0	0	26.71	0	0
EUR	1999-01-13	0	0	0	25.95	0	0
EUR	1999-01-14	0	0	0	25.24	0	0
EUR	1999-01-15	0	0	0	25	0	0
EUR	1999-01-16	0	0	0	25.63	0	0
EUR	1999-01-19	0	0	0	25.89	0	0
EUR	1999-01-20	0	0	0	26.59	0	0
EUR	1999-01-21	0	0	0	25.93	0	0
EUR	1999-01-22	0	0	0	26.31	0	0
EUR	1999-01-23	0	0	0	26.38	0	0
EUR	1999-01-26	0	0	0	26.62	0	0
EUR	1999-01-27	0	0	0	26.41	0	0
EUR	1999-01-28	0	0	0	26.14	0	0
EUR	1999-01-29	0	0	0	26.06	0	0
EUR	1999-01-30	0	0	0	25.79	0	0
EUR	1999-02-02	0	0	0	25.86	0	0
EUR	1999-02-03	0	0	0	25.97	0	0
EUR	1999-02-04	0	0	0	26.2	0	0
EUR	1999-02-05	0	0	0	26.16	0	0
EUR	1999-02-06	0	0	0	26.2	0	0
EUR	1999-02-09	0	0	0	25.93	0	0
EUR	1999-02-10	0	0	0	25.89	0	0
EUR	1999-02-11	0	0	0	25.69	0	0
EUR	1999-02-12	0	0	0	25.81	0	0
EUR	1999-02-13	0	0	0	25.73	0	0
EUR	1999-02-16	0	0	0	25.76	0	0
EUR	1999-02-17	0	0	0	25.9	0	0
EUR	1999-02-18	0	0	0	25.68	0	0
EUR	1999-02-19	0	0	0	25.81	0	0
EUR	1999-02-20	0	0	0	25.58	0	0
EUR	1999-02-23	0	0	0	25.2	0	0
EUR	1999-02-24	0	0	0	25.19	0	0
EUR	1999-02-25	0	0	0	25.05	0	0
EUR	1999-02-26	0	0	0	25.17	0	0
EUR	1999-02-27	0	0	0	25.11	0	0
EUR	1999-03-02	0	0	0	25.17	0	0
EUR	1999-03-03	0	0	0	24.92	0	0
EUR	1999-03-04	0	0	0	25.05	0	0
EUR	1999-03-05	0	0	0	25	0	0
EUR	1999-03-06	0	0	0	25	0	0
EUR	1999-03-10	0	0	0	25.1	0	0
EUR	1999-03-11	0	0	0	25	0	0
EUR	1999-03-12	0	0	0	25.24	0	0
EUR	1999-03-13	0	0	0	25.46	0	0
EUR	1999-03-16	0	0	0	25.38	0	0
EUR	1999-03-17	0	0	0	25.33	0	0
EUR	1999-03-18	0	0	0	25.69	0	0
EUR	1999-03-19	0	0	0	26.09	0	0
EUR	1999-03-20	0	0	0	25.96	0	0
EUR	1999-03-23	0	0	0	26	0	0
EUR	1999-03-24	0	0	0	26.46	0	0
EUR	1999-03-25	0	0	0	26.42	0	0
EUR	1999-03-26	0	0	0	26.33	0	0
EUR	1999-03-27	0	0	0	26.26	0	0
EUR	1999-03-30	0	0	0	26.02	0	0
EUR	1999-03-31	0	0	0	25.94	0	0
EUR	1999-04-01	0	0	0	25.92	0	0
EUR	1999-04-02	0	0	0	26.16	0	0
EUR	1999-04-03	0	0	0	26.75	0	0
EUR	1999-04-06	0	0	0	27.01	0	0
EUR	1999-04-07	0	0	0	26.92	0	0
EUR	1999-04-08	0	0	0	27.15	0	0
EUR	1999-04-09	0	0	0	27.06	0	0
EUR	1999-04-10	0	0	0	26.91	0	0
EUR	1999-04-13	0	0	0	27.02	0	0
EUR	1999-04-14	0	0	0	26.95	0	0
EUR	1999-04-15	0	0	0	26.8	0	0
EUR	1999-04-16	0	0	0	26.77	0	0
EUR	1999-04-17	0	0	0	26.4	0	0
EUR	1999-04-20	0	0	0	26.48	0	0
EUR	1999-04-21	0	0	0	26.41	0	0
EUR	1999-04-22	0	0	0	26.26	0	0
EUR	1999-04-23	0	0	0	26.2	0	0
EUR	1999-04-24	0	0	0	26.22	0	0
EUR	1999-04-27	0	0	0	26.02	0	0
EUR	1999-04-28	0	0	0	25.91	0	0
EUR	1999-04-29	0	0	0	25.94	0	0
EUR	1999-04-30	0	0	0	25.73	0	0
EUR	1999-05-01	0	0	0	25.67	0	0
EUR	1999-05-06	0	0	0	25.63	0	0
EUR	1999-05-07	0	0	0	25.86	0	0
EUR	1999-05-08	0	0	0	25.96	0	0
EUR	1999-05-12	0	0	0	25.89	0	0
EUR	1999-05-13	0	0	0	25.73	0	0
EUR	1999-05-14	0	0	0	26.3	0	0
EUR	1999-05-15	0	0	0	26.57	0	0
EUR	1999-05-18	0	0	0	26.49	0	0
EUR	1999-05-19	0	0	0	26.52	0	0
EUR	1999-05-20	0	0	0	26.39	0	0
EUR	1999-05-21	0	0	0	26.36	0	0
EUR	1999-05-22	0	0	0	26.09	0	0
EUR	1999-05-25	0	0	0	25.97	0	0
EUR	1999-05-26	0	0	0	26.02	0	0
EUR	1999-05-27	0	0	0	25.95	0	0
EUR	1999-05-28	0	0	0	25.57	0	0
EUR	1999-05-29	0	0	0	25.52	0	0
EUR	1999-06-01	0	0	0	25.54	0	0
EUR	1999-06-02	0	0	0	25.48	0	0
EUR	1999-06-03	0	0	0	25.51	0	0
EUR	1999-06-04	0	0	0	25.24	0	0
EUR	1999-06-05	0	0	0	25.1	0	0
EUR	1999-06-08	0	0	0	25.03	0	0
EUR	1999-06-09	0	0	0	25.13	0	0
EUR	1999-06-10	0	0	0	25.4	0	0
EUR	1999-06-11	0	0	0	25.38	0	0
EUR	1999-06-12	0	0	0	25.48	0	0
EUR	1999-06-16	0	0	0	25.29	0	0
EUR	1999-06-17	0	0	0	25.25	0	0
EUR	1999-06-18	0	0	0	24.98	0	0
EUR	1999-06-19	0	0	0	25	0	0
EUR	1999-06-22	0	0	0	25.2	0	0
EUR	1999-06-23	0	0	0	25.03	0	0
EUR	1999-06-24	0	0	0	25.05	0	0
EUR	1999-06-25	0	0	0	25.01	0	0
EUR	1999-06-26	0	0	0	25.24	0	0
EUR	1999-06-29	0	0	0	25.21	0	0
EUR	1999-06-30	0	0	0	25.07	0	0
EUR	1999-07-01	0	0	0	25.02	0	0
EUR	1999-07-02	0	0	0	25.13	0	0
EUR	1999-07-03	0	0	0	24.87	0	0
EUR	1999-07-06	0	0	0	24.82	0	0
EUR	1999-07-07	0	0	0	25.03	0	0
EUR	1999-07-08	0	0	0	25.06	0	0
EUR	1999-07-09	0	0	0	24.88	0	0
EUR	1999-07-10	0	0	0	24.97	0	0
EUR	1999-07-13	0	0	0	24.87	0	0
EUR	1999-07-14	0	0	0	24.69	0	0
EUR	1999-07-15	0	0	0	24.79	0	0
EUR	1999-07-16	0	0	0	24.87	0	0
EUR	1999-07-17	0	0	0	24.81	0	0
EUR	1999-07-20	0	0	0	24.65	0	0
EUR	1999-07-21	0	0	0	24.98	0	0
EUR	1999-07-22	0	0	0	25.35	0	0
EUR	1999-07-23	0	0	0	25.48	0	0
EUR	1999-07-24	0	0	0	25.45	0	0
EUR	1999-07-27	0	0	0	25.51	0	0
EUR	1999-07-28	0	0	0	25.86	0	0
EUR	1999-07-29	0	0	0	25.81	0	0
EUR	1999-07-30	0	0	0	25.8	0	0
EUR	1999-07-31	0	0	0	25.94	0	0
EUR	1999-08-03	0	0	0	25.85	0	0
EUR	1999-08-04	0	0	0	25.82	0	0
EUR	1999-08-05	0	0	0	26.04	0	0
EUR	1999-08-06	0	0	0	26.28	0	0
EUR	1999-08-07	0	0	0	26.39	0	0
EUR	1999-08-10	0	0	0	27.1	0	0
EUR	1999-08-11	0	0	0	26.76	0	0
EUR	1999-08-12	0	0	0	26.73	0	0
EUR	1999-08-13	0	0	0	26.53	0	0
EUR	1999-08-14	0	0	0	26.6	0	0
EUR	1999-08-17	0	0	0	26.3	0	0
EUR	1999-08-18	0	0	0	26.17	0	0
EUR	1999-08-19	0	0	0	25.88	0	0
EUR	1999-08-20	0	0	0	25.8	0	0
EUR	1999-08-21	0	0	0	26.39	0	0
EUR	1999-08-24	0	0	0	26.45	0	0
EUR	1999-08-25	0	0	0	25.83	0	0
EUR	1999-08-26	0	0	0	26.03	0	0
EUR	1999-08-27	0	0	0	25.86	0	0
EUR	1999-08-28	0	0	0	25.9	0	0
EUR	1999-08-31	0	0	0	25.92	0	0
EUR	1999-09-01	0	0	0	26.05	0	0
EUR	1999-09-02	0	0	0	26.67	0	0
EUR	1999-09-03	0	0	0	27.33	0	0
EUR	1999-09-04	0	0	0	27.61	0	0
EUR	1999-09-07	0	0	0	27.33	0	0
EUR	1999-09-08	0	0	0	27.25	0	0
EUR	1999-09-09	0	0	0	27.28	0	0
EUR	1999-09-10	0	0	0	27.31	0	0
EUR	1999-09-11	0	0	0	27.06	0	0
EUR	1999-09-14	0	0	0	26.47	0	0
EUR	1999-09-15	0	0	0	26.51	0	0
EUR	1999-09-16	0	0	0	26.26	0	0
EUR	1999-09-17	0	0	0	26.49	0	0
EUR	1999-09-18	0	0	0	26.34	0	0
EUR	1999-09-21	0	0	0	26.48	0	0
EUR	1999-09-22	0	0	0	26.32	0	0
EUR	1999-09-23	0	0	0	26.58	0	0
EUR	1999-09-24	0	0	0	26.41	0	0
EUR	1999-09-25	0	0	0	26.58	0	0
EUR	1999-09-28	0	0	0	26.42	0	0
EUR	1999-09-29	0	0	0	26.37	0	0
EUR	1999-09-30	0	0	0	26.46	0	0
EUR	1999-10-01	0	0	0	26.66	0	0
EUR	1999-10-02	0	0	0	27.02	0	0
EUR	1999-10-05	0	0	0	27.32	0	0
EUR	1999-10-06	0	0	0	27.77	0	0
EUR	1999-10-07	0	0	0	27.61	0	0
EUR	1999-10-08	0	0	0	27.54	0	0
EUR	1999-10-09	0	0	0	27.58	0	0
EUR	1999-10-12	0	0	0	27.35	0	0
EUR	1999-10-13	0	0	0	27.41	0	0
EUR	1999-10-14	0	0	0	27.71	0	0
EUR	1999-10-15	0	0	0	27.71	0	0
EUR	1999-10-16	0	0	0	27.91	0	0
EUR	1999-10-19	0	0	0	28.17	0	0
EUR	1999-10-20	0	0	0	27.95	0	0
EUR	1999-10-21	0	0	0	27.86	0	0
EUR	1999-10-22	0	0	0	27.78	0	0
EUR	1999-10-23	0	0	0	27.77	0	0
EUR	1999-10-26	0	0	0	27.46	0	0
EUR	1999-10-27	0	0	0	27.42	0	0
EUR	1999-10-28	0	0	0	27.3	0	0
EUR	1999-10-29	0	0	0	27.41	0	0
EUR	1999-10-30	0	0	0	27.43	0	0
EUR	1999-11-02	0	0	0	27.46	0	0
EUR	1999-11-03	0	0	0	27.78	0	0
EUR	1999-11-04	0	0	0	27.62	0	0
EUR	1999-11-05	0	0	0	27.53	0	0
EUR	1999-11-06	0	0	0	27.18	0	0
EUR	1999-11-10	0	0	0	27.14	0	0
EUR	1999-11-11	0	0	0	27.18	0	0
EUR	1999-11-12	0	0	0	27.23	0	0
EUR	1999-11-13	0	0	0	27.38	0	0
EUR	1999-11-16	0	0	0	27.1	0	0
EUR	1999-11-17	0	0	0	27.11	0	0
EUR	1999-11-18	0	0	0	27.15	0	0
EUR	1999-11-19	0	0	0	27.49	0	0
EUR	1999-11-20	0	0	0	27.19	0	0
EUR	1999-11-23	0	0	0	27.3	0	0
EUR	1999-11-24	0	0	0	27.3	0	0
EUR	1999-11-25	0	0	0	27.11	0	0
EUR	1999-11-26	0	0	0	26.91	0	0
EUR	1999-11-27	0	0	0	26.87	0	0
EUR	1999-11-30	0	0	0	26.84	0	0
EUR	1999-12-01	0	0	0	26.72	0	0
EUR	1999-12-02	0	0	0	27	0	0
EUR	1999-12-03	0	0	0	26.85	0	0
EUR	1999-12-04	0	0	0	26.78	0	0
EUR	1999-12-07	0	0	0	26.87	0	0
EUR	1999-12-08	0	0	0	27.41	0	0
EUR	1999-12-09	0	0	0	27.58	0	0
EUR	1999-12-10	0	0	0	27.63	0	0
EUR	1999-12-11	0	0	0	27.35	0	0
EUR	1999-12-15	0	0	0	27.2	0	0
EUR	1999-12-16	0	0	0	26.95	0	0
EUR	1999-12-17	0	0	0	26.96	0	0
EUR	1999-12-18	0	0	0	27.23	0	0
EUR	1999-12-21	0	0	0	26.95	0	0
EUR	1999-12-22	0	0	0	27.01	0	0
EUR	1999-12-23	0	0	0	26.98	0	0
EUR	1999-12-24	0	0	0	26.96	0	0
EUR	1999-12-25	0	0	0	27.14	0	0
EUR	1999-12-28	0	0	0	27.33	0	0
EUR	1999-12-29	0	0	0	27.32	0	0
EUR	1999-12-30	0	0	0	27.23	0	0
EUR	2000-01-01	0	0	0	27.2	0	0
EUR	2000-01-06	0	0	0	27.92	0	0
EUR	2000-01-07	0	0	0	28.21	0	0
EUR	2000-01-11	0	0	0	28.48	0	0
EUR	2000-01-12	0	0	0	29.26	0	0
EUR	2000-01-13	0	0	0	29.85	0	0
EUR	2000-01-14	0	0	0	29.48	0	0
EUR	2000-01-15	0	0	0	29.29	0	0
EUR	2000-01-18	0	0	0	28.92	0	0
EUR	2000-01-19	0	0	0	28.84	0	0
EUR	2000-01-20	0	0	0	28.94	0	0
EUR	2000-01-21	0	0	0	28.84	0	0
EUR	2000-01-22	0	0	0	28.93	0	0
EUR	2000-01-25	0	0	0	28.51	0	0
EUR	2000-01-26	0	0	0	28.72	0	0
EUR	2000-01-27	0	0	0	28.6	0	0
EUR	2000-01-28	0	0	0	28.56	0	0
EUR	2000-01-29	0	0	0	28.23	0	0
EUR	2000-02-01	0	0	0	27.98	0	0
EUR	2000-02-02	0	0	0	27.89	0	0
EUR	2000-02-03	0	0	0	27.81	0	0
EUR	2000-02-04	0	0	0	28	0	0
EUR	2000-02-05	0	0	0	28.49	0	0
EUR	2000-02-08	0	0	0	28.2	0	0
EUR	2000-02-09	0	0	0	28.18	0	0
EUR	2000-02-10	0	0	0	28.32	0	0
EUR	2000-02-11	0	0	0	28.45	0	0
EUR	2000-02-12	0	0	0	28.35	0	0
EUR	2000-02-15	0	0	0	28.45	0	0
EUR	2000-02-16	0	0	0	28.12	0	0
EUR	2000-02-17	0	0	0	28.18	0	0
EUR	2000-02-18	0	0	0	28.39	0	0
EUR	2000-02-19	0	0	0	28.44	0	0
EUR	2000-02-22	0	0	0	28.35	0	0
EUR	2000-02-23	0	0	0	28.67	0	0
EUR	2000-02-24	0	0	0	29.01	0	0
EUR	2000-02-25	0	0	0	28.87	0	0
EUR	2000-02-26	0	0	0	28.46	0	0
EUR	2000-02-29	0	0	0	27.44	0	0
EUR	2000-03-01	0	0	0	27.75	0	0
EUR	2000-03-02	0	0	0	27.76	0	0
EUR	2000-03-03	0	0	0	27.9	0	0
EUR	2000-03-04	0	0	0	27.61	0	0
EUR	2000-03-07	0	0	0	27.37	0	0
EUR	2000-03-08	0	0	0	27.39	0	0
EUR	2000-03-10	0	0	0	27.43	0	0
EUR	2000-03-11	0	0	0	27.57	0	0
EUR	2000-03-14	0	0	0	27.51	0	0
EUR	2000-03-15	0	0	0	27.48	0	0
EUR	2000-03-16	0	0	0	27.52	0	0
EUR	2000-03-17	0	0	0	27.57	0	0
EUR	2000-03-18	0	0	0	27.58	0	0
EUR	2000-03-21	0	0	0	27.57	0	0
EUR	2000-03-22	0	0	0	27.59	0	0
EUR	2000-03-23	0	0	0	27.25	0	0
EUR	2000-03-24	0	0	0	27.26	0	0
EUR	2000-03-25	0	0	0	27.54	0	0
EUR	2000-03-28	0	0	0	27.69	0	0
EUR	2000-03-29	0	0	0	27.37	0	0
EUR	2000-03-30	0	0	0	27.08	0	0
EUR	2000-03-31	0	0	0	27.13	0	0
EUR	2000-04-01	0	0	0	27.4	0	0
EUR	2000-04-04	0	0	0	27.43	0	0
EUR	2000-04-05	0	0	0	27.5	0	0
EUR	2000-04-06	0	0	0	27.66	0	0
EUR	2000-04-07	0	0	0	27.57	0	0
EUR	2000-04-08	0	0	0	27.41	0	0
EUR	2000-04-11	0	0	0	27.36	0	0
EUR	2000-04-12	0	0	0	27.51	0	0
EUR	2000-04-13	0	0	0	27.39	0	0
EUR	2000-04-14	0	0	0	27.32	0	0
EUR	2000-04-15	0	0	0	27.17	0	0
